Time (Sec.),Cold (Volts),Hot (Volts),Total (Volts),T1 (Deg C),T2 (Deg C),T4 (Deg C),T5 (Deg C)
3690,2.53,3.04,2.82,18.17,50.68,42.34,35.27
3692,2.54,3.05,2.84,17.8,50.86,41.8,34.91
3694,2.57,2.81,2.84,17.99,50.68,43.43,36.17
3696,2.57,3.02,2.88,18.17,50.5,42.34,35.45
3698,2.5,3.06,2.72,17.62,50.86,41.98,34.72
3700,2.54,3.02,2.87,17.99,50.68,42.7,34.72
3702,2.53,3.04,2.91,17.99,50.68,41.98,34.54
3704,2.53,3,2.95,17.8,50.86,43.79,35.09
3706,2.55,3.07,2.94,17.99,50.68,41.8,35.63
3708,2.56,3.03,2.96,17.99,50.5,40.53,35.45
3710,2.56,3.05,2.89,17.8,50.86,42.7,35.09
3712,2.53,3,2.85,17.8,50.68,42.16,35.09
3714,2.54,3.05,2.69,17.24,51.04,43.79,34.72
3716,2.54,3.03,2.88,17.8,50.68,41.98,35.27
3718,2.53,3.03,2.91,17.99,51.23,42.52,34.72
3720,2.54,2.98,2.75,17.24,51.23,42.34,35.09
3722,2.54,2.99,2.92,17.8,50.86,43.79,34.91
3724,2.55,3.04,3,17.24,51.23,44.52,34.72
3726,2.58,3.07,2.97,17.62,51.04,43.79,35.27
3728,2.57,3.1,2.98,17.43,51.04,42.88,34.72
3730,2.54,2.9,2.65,17.24,51.23,43.97,34.18
3732,2.54,3.04,2.95,17.62,51.04,43.43,34.54
3734,2.56,3.06,2.9,17.24,51.23,42.88,34.91
3736,2.55,3.04,2.87,17.06,51.23,43.79,35.09
3738,2.58,3.09,2.87,17.43,50.86,44.34,34
3740,2.54,3,2.98,17.24,51.23,43.07,34.18
3742,2.53,2.98,2.81,17.24,51.23,43.79,34.91
3744,2.52,3.04,2.88,17.62,51.04,42.88,35.09
3746,2.53,3.05,2.81,17.43,51.04,43.25,34.54
3748,2.55,3.03,2.93,17.99,50.68,42.88,34.91
3750,2.54,3.01,2.94,17.43,51.04,43.43,35.09
3752,2.55,3.02,2.9,17.43,51.04,43.97,35.27
3754,2.57,3.1,2.85,17.99,50.68,41.8,34.54
3756,2.55,3.01,3.01,17.43,51.04,42.7,34.18
3758,2.54,2.98,2.94,18.17,50.68,41.25,35.45
3760,2.51,2.92,2.93,17.8,50.68,43.25,35.27
3762,2.53,3.02,2.83,17.24,51.04,44.52,35.27
3764,2.52,3.01,2.81,18.17,50.5,41.43,34.18
3766,2.54,3.06,2.76,17.8,50.86,44.15,34.18
3768,2.53,2.95,2.97,17.8,50.68,44.15,35.27
3770,2.53,3,2.78,18.17,50.5,41.61,35.63
3772,2.52,3.02,2.71,17.62,50.68,42.88,35.27
3774,2.53,3.04,2.84,17.8,50.68,43.61,34.72
3776,2.54,3.07,2.76,18.17,50.68,42.88,34.72
3778,2.52,3.03,2.91,17.8,50.86,43.97,35.27
3780,2.54,3.02,3,17.99,50.68,43.79,35.63
3782,2.56,2.98,1.84,17.43,51.04,44.52,35.27
3784,2.57,3.01,2.66,17.8,50.86,42.88,35.27
3786,2.51,2.99,2.9,17.8,50.68,43.61,35.09
3788,2.53,2.99,2.77,17.43,51.04,43.07,34.54
3790,2.57,2.92,2.98,17.99,50.86,43.43,35.27
3792,2.54,3.07,2.89,17.24,51.23,44.34,35.27
3794,2.54,2.97,2.72,17.24,51.04,43.07,35.27
3796,2.54,3.02,2.93,17.8,50.86,44.15,34.91
3798,2.54,3.03,2.93,17.24,51.23,42.7,34
3800,2.51,3.01,2.64,17.24,51.23,43.07,34.54
3802,2.51,2.96,2.89,17.62,51.04,42.88,35.27
3804,2.51,2.99,2.92,17.06,51.23,42.7,35.09
3806,2.49,2.99,2.98,17.24,51.04,44.15,35.27
3808,2.5,2.94,2.91,17.43,51.04,43.79,34
3810,2.5,3.04,2.87,17.24,51.23,43.79,34.36
3812,2.54,2.8,2.86,17.99,50.68,41.07,35.27
3814,2.52,3.03,2.79,17.43,51.04,43.61,35.09
3816,2.5,3.01,3.01,17.24,51.23,42.88,34.72
3818,2.53,3.03,2.99,17.99,50.68,43.07,34.72
3820,2.53,3.03,2.86,17.62,51.04,42.34,34.72
3822,2.53,3.09,2.86,17.8,50.68,43.79,35.45
3824,2.53,3.04,2.78,18.17,50.68,42.88,35.27
3826,2.52,3,2.89,17.99,50.86,43.25,34.72
3828,2.46,2.92,2.74,17.8,50.68,43.61,34.54
3830,2.4,2.85,2.72,17.99,50.5,43.07,34.72
3832,2.48,2.99,2.76,17.62,51.04,43.97,35.09
3834,2.54,3.04,2.82,17.8,50.68,42.52,35.27
3836,2.54,3,3.1,18.17,51.23,43.25,35.27
3838,2.52,2.92,2.89,17.62,51.04,42.88,35.63
3840,2.57,3.14,2.86,17.8,50.86,43.43,35.63
3842,2.56,3.03,2.8,17.24,51.23,41.61,35.45
3844,2.57,3.03,2.98,17.62,51.23,42.7,35.81
3846,2.58,3.11,2.78,17.43,51.23,42.88,35.09
3848,2.55,3.05,2.88,17.24,51.23,44.7,35.45
3850,2.57,3.08,2.99,17.62,51.04,43.43,35.63
3852,2.54,3.07,2.96,17.24,51.23,43.79,35.09
3854,2.53,2.97,2.78,17.06,51.23,43.61,35.45
3856,2.53,3.04,2.78,17.43,51.04,43.79,35.27
3858,2.55,2.94,2.89,17.24,51.23,43.07,34.91
3860,2.56,3.03,2.97,17.24,51.23,44.15,34.54
3862,2.54,3.02,2.86,17.62,51.04,43.07,34.72
3864,2.53,2.95,2.94,17.24,51.23,43.25,34
3866,2.55,3.02,2.76,17.99,50.86,42.16,34.54
3868,2.53,3.07,2.95,17.43,51.04,43.61,34.18
3870,2.57,2.87,2.94,17.24,51.23,43.25,34.54
3872,2.57,3.02,2.77,17.99,50.86,43.79,34.72
3874,2.53,2.98,2.93,17.43,51.04,42.52,35.09
3876,2.55,2.89,2.85,18.17,50.68,43.79,35.45
3878,2.55,3.06,2.83,17.99,50.86,42.34,35.45
3880,2.34,2.8,2.54,17.62,51.04,41.61,34.72
3882,2.34,2.88,2.65,18.17,50.68,43.61,34.91
3884,2.45,2.96,2.7,18.17,50.68,43.25,34.54
3886,2.48,3,2.85,17.99,50.68,42.52,35.63
3888,2.5,2.93,2.86,18.17,50.5,42.34,35.27
3890,2.51,2.98,2.86,17.99,50.68,43.07,34.72
3892,2.53,3.04,2.95,17.99,50.68,44.15,35.27
3894,2.54,3.08,2.96,18.17,50.5,42.52,34.91
3896,2.53,2.97,2.89,17.8,50.86,42.34,34.36
3898,2.54,3.03,2.88,17.99,50.5,41.8,35.81
3900,2.52,2.9,2.87,18.17,51.04,43.97,34.91
3902,2.52,3.01,2.85,17.8,50.86,43.79,34.91
3904,2.54,2.98,2.77,17.99,50.5,43.97,35.45
3906,2.55,3.08,2.91,17.62,51.04,43.25,34.91
3908,2.56,3.06,2.79,17.99,50.68,43.25,35.45
3910,2.53,3.03,2.75,17.24,51.23,43.79,35.09
3912,2.52,3,2.79,17.99,50.86,42.34,35.09
3914,2.52,3.01,2.92,17.8,50.68,43.25,35.45
3916,2.53,3.04,2.86,17.43,51.23,43.07,34.72
3918,2.53,3,2.71,17.8,50.86,43.61,35.81
3920,2.5,3.05,2.74,17.24,51.23,43.43,34.18
3922,2.5,2.82,2.87,17.24,51.04,44.15,35.45
3924,2.52,3.02,2.79,17.8,50.86,43.07,35.09
3926,2.53,3.01,2.99,17.06,51.23,42.88,34.91
3928,2.53,3.05,2.8,17.24,51.23,44.52,34.54
3930,2.51,3.02,2.92,17.43,51.04,43.43,35.45
3932,2.54,2.99,2.75,17.43,51.23,43.07,34.72
3934,2.55,3.05,2.98,17.06,51.23,43.79,34.54
3936,2.55,3.05,2.92,17.62,51.04,43.61,35.09
3938,2.53,2.91,2.9,17.43,51.23,43.25,33.82
3940,2.51,2.99,3,18.36,50.68,41.98,35.81
3942,2.52,2.98,3.01,17.62,50.86,42.52,35.09
3944,2.56,3.01,2.83,17.62,51.04,42.34,35.09
3946,2.54,3.07,2.85,17.99,50.68,42.52,35.27
3948,2.56,3,2.86,17.8,50.86,44.15,34.72
3950,2.54,2.94,2.83,17.99,50.86,41.43,35.09
3952,2.55,3.09,2.82,17.99,50.68,42.34,35.63
3954,2.51,3.01,2.63,17.99,51.04,42.88,34.91
3956,2.51,2.84,2.73,17.99,50.68,44.7,35.09
3958,2.5,2.99,2.79,18.17,50.68,44.34,35.45
3960,2.49,3.01,2.6,17.99,50.86,43.97,35.09
3962,2.47,2.95,2.8,17.99,50.68,45.06,35.27
3964,2.49,2.84,2.85,17.62,51.04,42.34,35.45
3966,2.51,2.99,2.55,17.8,50.86,42.7,34.91
3968,2.48,2.94,2.85,18.17,50.68,43.61,35.27
3970,2.5,2.96,2.81,17.8,51.04,44.52,35.27
3972,2.47,2.96,2.82,17.99,50.86,43.79,34.72
3974,2.48,2.83,2.87,17.24,51.23,44.7,35.45
3976,2.41,2.88,2.75,17.99,50.86,42.7,34.91
3978,2.39,2.85,2.76,17.99,50.68,40.71,35.27
3980,2.47,2.95,2.79,17.43,50.68,43.07,35.27
3982,2.52,3.02,2.81,17.99,50.86,41.98,35.27
3984,2.49,3.02,2.92,17.24,51.23,43.43,35.63
3986,2.51,2.98,2.75,17.62,51.04,43.25,35.27
3988,2.5,3.02,2.78,17.8,50.86,44.15,34.36
3990,2.49,2.97,2.83,17.43,51.23,41.98,35.63
3992,2.48,2.84,2.72,17.62,51.04,42.88,35.27
3994,2.5,2.91,2.8,17.24,51.23,42.88,34.91
3996,2.49,3,2.91,17.24,51.23,42.34,35.45
3998,2.48,2.96,2.89,17.8,50.86,43.79,35.09
4000,2.5,2.98,2.76,17.24,51.23,42.52,34.91
4002,2.48,2.94,2.77,17.43,51.04,43.79,35.63
4004,2.48,3.02,2.9,17.43,51.23,43.25,34.54
4006,2.51,3.04,2.91,17.24,51.23,40.71,34.54
4008,2.51,3.01,2.95,17.43,51.04,44.15,35.45
4010,2.56,3,2.9,17.24,51.23,42.7,34.54
4012,2.51,3.03,2.85,17.06,51.23,43.61,34.54
4014,2.39,2.85,2.63,17.62,51.04,43.25,35.09
4016,2.35,2.81,2.72,17.43,51.23,42.88,35.09
4018,2.36,2.83,2.96,17.06,50.86,41.8,34.72
4020,2.43,2.89,2.72,17.43,51.04,43.79,34.91
4022,2.47,2.88,2.91,17.24,51.23,43.07,35.09
4024,2.49,3.03,2.73,17.99,50.86,43.07,34.36
4026,2.47,2.96,2.82,17.43,51.23,42.88,34.72
4028,2.49,2.91,2.86,17.99,50.68,42.88,35.27
4030,2.48,2.99,2.96,17.62,51.04,42.34,34.72
4032,2.52,2.99,2.85,17.43,51.23,43.07,34
4034,2.49,3.02,2.95,17.99,50.86,43.25,35.45
4036,2.48,3.08,2.94,17.62,51.04,44.15,35.09
4038,2.53,3.05,2.79,18.17,50.68,42.7,34.91
4040,2.54,3,2.74,17.99,51.04,42.88,34.91
4042,2.53,3.05,2.8,17.43,51.23,44.15,35.45
4044,2.53,3.05,2.78,18.36,50.68,43.07,34.72
4046,2.5,3.03,2.88,17.62,51.23,44.15,34.54
4048,2.51,3.05,2.92,17.99,50.68,44.34,35.99
4050,2.53,3.07,2.64,17.8,50.86,43.07,34.91
4052,2.49,3,2.91,17.43,51.23,43.43,34.36
4054,2.51,3,2.89,18.17,50.68,42.88,35.63
4056,2.45,2.84,2.86,17.62,51.04,41.07,35.45
4058,2.48,2.97,2.8,17.99,50.68,43.97,34.72
4060,2.48,2.95,2.69,18.17,50.68,42.7,35.09
4062,2.47,3.01,2.83,17.8,51.04,43.25,35.27
4064,2.52,3.02,2.93,17.99,50.68,43.25,34.91
4066,2.52,3.03,2.87,17.8,50.86,43.25,34.91
4068,2.52,3,2.97,17.99,50.86,44.88,35.81
4070,2.54,3.01,2.6,17.99,50.68,43.61,35.09
4072,2.54,3.03,2.81,17.8,50.86,43.43,34.91
4074,2.53,3.04,2.96,17.99,50.86,42.88,36.17
4076,2.49,3.01,2.93,18.17,50.68,43.07,35.45
4078,2.48,3,2.85,17.62,51.04,42.7,34.91
4080,2.43,2.8,2.72,17.8,50.86,43.97,35.27
4082,2.41,2.81,2.71,17.24,51.23,42.88,35.27
4084,2.45,2.91,2.74,17.8,51.23,43.97,35.27
4086,2.49,3.03,2.83,17.99,50.86,43.07,35.27
4088,2.51,3.04,2.75,17.06,51.23,44.15,35.27
4090,2.52,3.09,2.89,17.43,51.23,43.25,35.63
4092,2.53,3.02,3.17,17.24,51.23,42.88,34.36
4094,2.52,2.98,2.93,17.24,51.23,43.61,34.36
4096,2.51,3.04,2.77,17.62,51.04,42.7,35.27
4098,2.51,3.06,2.78,17.43,50.86,43.07,35.27
4100,2.5,3.06,2.86,17.24,51.23,43.61,35.09
4102,2.53,3.03,2.84,17.43,51.23,44.15,34.36
4104,2.53,2.9,2.86,17.24,51.23,45.06,34.91
4106,2.53,2.84,2.94,17.24,51.23,43.97,35.63
4108,2.54,2.95,2.86,17.43,51.23,43.07,34.36
4110,2.5,3.01,2.9,17.43,51.23,41.07,34.18
4112,2.52,3.06,2.86,17.8,51.04,43.79,35.27
4114,2.5,2.99,2.98,17.43,51.23,41.98,34.91
4116,2.42,2.81,2.63,17.43,51.23,44.52,35.09
4118,2.38,2.81,2.83,17.8,51.04,44.52,34.91
4120,2.47,2.94,2.88,17.43,51.04,43.43,35.45
4122,2.53,2.94,2.74,18.17,50.68,41.43,34.72
4124,2.56,3.07,2.94,17.8,50.86,41.43,34.54
4126,2.52,3.06,2.85,17.43,51.04,41.98,35.99
4128,2.54,3.06,2.92,18.17,50.86,43.07,35.63
4130,2.55,3.02,3,17.99,50.86,42.7,34.36
4132,2.52,2.75,2.7,18.17,50.86,44.88,35.63
4134,2.52,2.94,2.93,18.17,50.68,43.97,36.36
4136,2.51,2.98,2.86,18.17,50.86,43.43,34.72
4138,2.49,3.05,2.79,17.99,51.04,43.61,35.09
4140,2.49,2.98,2.91,17.99,50.68,41.98,35.81
4142,2.5,2.91,2.82,17.43,51.23,44.34,34.91
4144,2.52,3.02,2.92,17.99,51.04,43.97,35.27
4146,2.52,2.96,2.92,17.24,51.23,41.8,34.91
4148,2.51,2.87,2.75,17.24,51.23,42.88,35.27
4150,2.53,3.05,2.86,17.8,51.04,43.97,35.45
4152,2.54,3.08,2.95,17.43,51.23,44.52,34.54
4154,2.55,3.09,2.8,17.24,51.23,44.15,34.18
4156,2.52,3.05,2.75,17.8,51.04,42.7,35.27
4158,2.51,3.02,2.77,17.62,51.23,44.88,35.45
4160,2.48,2.97,2.79,17.43,51.23,45.06,35.27
4162,2.46,2.95,2.89,17.8,51.04,42.16,34.54
4164,2.47,2.96,2.73,17.43,51.23,42.7,34.54
4166,2.46,2.85,2.92,17.99,50.86,42.88,35.09
4168,2.48,3.04,2.69,17.99,50.86,44.34,35.09
4170,2.45,2.97,2.97,17.43,51.23,42.16,35.09
4172,2.49,2.97,2.9,17.99,50.68,43.61,35.63
4174,2.47,2.97,2.71,17.99,50.86,43.07,35.45
4176,2.49,2.97,2.88,17.8,50.86,41.98,35.09
4178,2.48,2.94,2.91,18.17,50.68,43.97,34.72
4180,2.49,3.04,2.79,18.17,50.86,41.25,34.54
4182,2.53,2.92,2.95,17.99,50.86,43.79,36.17
4184,2.54,2.88,2.78,18.17,50.68,44.15,35.63
4186,2.54,3.02,2.93,17.43,51.23,43.61,34.72
4188,2.55,2.98,2.91,17.8,51.04,43.07,35.09
4190,2.57,3.12,2.94,17.99,50.86,44.15,35.09
4192,2.55,3.07,2.87,17.43,51.23,44.52,35.81
4194,2.53,2.88,2.93,17.8,51.04,44.88,35.63
4196,2.54,2.99,2.92,17.24,51.23,43.07,34.18
4198,2.52,2.84,2.85,17.62,51.23,41.98,35.09
4200,2.56,3.07,2.9,17.99,51.23,42.7,35.09
4202,2.52,2.97,2.84,17.24,51.23,42.16,34.72
4204,2.57,3.09,2.93,17.62,51.23,43.43,34.91
4206,2.53,2.94,2.94,17.62,51.23,44.7,35.27
4208,2.54,3.05,2.91,17.24,51.23,41.98,35.09
4210,2.53,3,2.95,17.8,51.04,43.61,35.09
4212,2.52,3.02,2.93,17.24,51.23,43.07,35.63
4214,2.52,2.95,2.92,17.24,51.23,42.34,34.72
4216,2.53,3.07,2.91,17.62,51.04,42.7,35.09
4218,2.53,2.93,2.96,17.43,51.23,42.16,35.27
4220,2.57,3.03,2.81,18.17,50.86,42.7,34.54
4222,2.53,3.06,2.87,17.62,51.04,42.16,35.27
4224,2.53,3.06,2.77,17.62,51.23,43.07,35.45
4226,2.53,3.01,2.99,18.17,50.68,42.88,34.54
4228,2.53,3.04,2.91,17.8,51.04,43.43,35.09
4230,2.54,3.04,2.89,17.99,50.68,43.07,35.45
4232,2.54,3.01,2.83,18.17,50.68,44.34,34.91
4234,2.54,3.11,2.83,17.8,51.04,44.34,34.54
4236,2.53,3.04,2.76,17.99,50.86,44.52,36.36
4238,2.55,3.1,2.87,18.17,50.68,43.43,35.81
4240,2.54,3.07,2.89,17.8,51.04,45.42,34.91
4242,2.56,3.09,2.98,17.8,50.86,43.97,35.45
4244,2.55,3.05,2.92,18.17,50.86,43.79,35.81
4246,2.55,2.92,2.9,17.8,51.04,44.34,35.81
4248,2.53,3.02,2.57,17.99,50.86,41.07,35.81
4250,2.53,3.02,2.95,17.43,51.23,42.7,34.72
4252,2.55,3.06,2.84,17.8,51.23,42.88,35.27
4254,2.56,3.05,2.7,17.99,50.86,44.15,35.45
4256,2.53,3.02,2.93,17.43,51.23,43.97,35.63
4258,2.55,3.07,2.92,17.8,51.04,43.43,35.81
4260,2.52,2.94,2.89,17.24,51.23,43.25,34.36
4262,2.43,2.94,2.83,17.43,51.23,42.7,34.91
4264,2.43,2.97,2.78,17.62,51.23,43.43,35.09
4266,2.4,2.91,2.7,17.43,51.23,43.97,35.27
4268,2.4,2.87,2.91,17.62,51.23,42.34,35.63
4270,2.38,2.94,2.79,17.43,51.23,43.25,35.09
4272,2.37,2.89,2.84,17.24,51.23,43.97,34.91
4274,2.38,2.82,2.78,17.62,51.04,42.16,34.72
4276,2.36,2.87,2.79,17.43,51.23,42.7,34.18
4278,2.46,2.91,2.87,17.24,51.23,43.25,34.72
4280,2.42,2.92,2.81,17.62,51.23,43.97,34.18
4282,2.51,2.87,2.81,17.43,51.23,43.61,34.18
4284,2.49,2.98,2.86,17.8,51.04,43.61,34.72
4286,2.49,2.97,2.94,17.43,51.23,43.97,34.54
4288,2.54,2.99,2.75,17.24,51.23,42.52,34.36
4290,2.53,3.03,2.9,17.62,51.04,43.43,34.91
4292,2.54,3.02,2.86,17.43,51.23,43.61,34.72
4294,2.55,3.04,2.92,18.17,50.86,41.8,35.45
4296,2.55,3.07,2.86,17.62,51.23,43.25,35.27
4298,2.54,3.08,2.83,17.43,51.23,43.97,35.45
4300,2.57,3.02,3,17.99,51.04,42.7,35.09
4302,2.56,2.99,2.78,17.43,51.23,42.52,35.09
4304,2.55,3.12,3,18.17,50.68,44.7,35.09
4306,2.56,3.08,2.9,17.8,51.04,43.07,34.72
4308,2.48,2.81,2.82,17.43,51.23,44.52,35.09
4310,2.48,3.04,2.86,18.17,50.86,43.97,34.72
4312,2.49,2.93,2.72,17.8,51.04,43.07,34.36
4314,2.53,2.98,3.07,17.99,50.86,43.07,35.99
4316,2.53,2.97,2.83,18.17,50.86,42.34,35.27
4318,2.53,3.09,2.82,17.62,51.04,43.79,36.17
4320,2.53,3,2.83,17.99,50.68,43.61,36.17
4322,2.53,3.09,2.93,17.99,51.04,44.7,35.27
4324,2.52,3.02,2.89,17.99,50.86,44.7,35.27
4326,2.52,2.96,2.84,18.17,50.86,43.43,35.09
4328,2.51,3.06,2.92,17.99,51.04,42.88,35.09
4330,2.54,3.01,2.64,18.17,50.86,42.52,35.27
4332,2.53,2.97,2.89,18.17,50.86,42.7,35.09
4334,2.52,2.97,2.79,17.99,50.86,44.88,35.63
4336,2.49,2.99,2.88,18.17,50.68,43.07,35.45
4338,2.5,3.06,2.67,17.8,51.04,43.97,35.81
4340,2.5,2.97,2.74,17.99,50.86,41.98,35.63
4342,2.53,3.03,2.91,18.17,50.86,43.79,35.09
4344,2.53,3.05,2.76,17.99,50.86,44.52,35.09
4346,2.53,3.04,2.7,18.17,50.68,43.25,34.91
4348,2.53,2.99,2.84,17.8,51.04,43.07,35.09
4350,2.55,3.13,2.85,17.99,50.86,42.7,35.09
4352,2.5,2.8,2.81,18.17,50.68,43.07,35.09
4354,2.54,3.05,2.76,17.99,51.04,43.61,35.09
4356,2.53,3.03,2.82,18.17,50.68,41.43,35.45
4358,2.51,3.02,2.89,17.62,51.23,44.15,35.09
4360,2.53,2.96,2.94,17.99,50.86,44.34,36.36
4362,2.5,2.95,2.67,18.17,50.86,43.97,36.17
4364,2.49,3,2.86,17.8,51.23,43.61,36.17
4366,2.51,2.86,3.02,17.99,50.86,42.52,35.81
4368,2.52,3,2.97,17.24,51.23,44.88,35.27
4370,2.57,3.05,2.87,17.62,51.04,43.61,35.27
4372,2.55,3.03,2.93,17.99,51.04,43.97,34.72
4374,2.54,3.06,3.02,17.43,51.23,40.16,34.72
4376,2.52,3.07,2.88,17.99,51.23,44.15,35.27
4378,2.55,3.06,2.77,17.43,51.23,43.79,34.54
4380,2.54,3.06,3.01,17.24,51.23,44.15,35.45
4382,2.55,3.08,2.96,17.43,51.23,43.25,35.45
4384,2.53,3.09,2.81,17.43,51.41,42.7,35.45
4386,2.54,3.02,2.96,17.62,51.23,42.7,35.45
4388,2.53,3.1,3.04,17.43,51.23,43.43,35.09
4390,2.54,3.05,2.93,17.43,51.23,43.79,34.91
4392,2.56,3.06,2.99,17.43,51.23,43.25,34.91
4394,2.55,3.08,2.86,17.24,51.23,43.61,34
4396,2.54,3.04,2.79,17.62,51.23,42.16,34.54
4398,2.52,3.07,2.86,17.43,51.23,42.7,34
4400,2.53,3.04,3.01,17.43,51.23,44.34,34.72
4402,2.53,3.06,3,17.62,51.23,42.52,34.54
4404,2.52,3,2.87,17.43,51.23,42.88,34
4406,2.53,3.09,2.93,17.43,51.23,44.52,34.36
4408,2.51,3.03,2.92,17.62,51.23,44.34,34.91
4410,2.53,3.05,2.92,17.43,51.23,44.15,34.72
4412,2.51,3,2.88,17.62,51.04,43.61,35.09
4414,2.55,2.93,2.91,17.43,51.23,41.8,34.91
4416,2.55,3.06,2.87,17.43,51.23,44.88,34.91
4418,2.53,2.98,2.84,17.43,51.23,43.61,35.09
4420,2.49,2.94,2.97,17.24,51.23,43.07,35.09
4422,2.53,3.02,2.95,17.8,51.04,43.25,35.63
4424,2.5,2.98,2.87,17.43,51.23,43.61,35.09
4426,2.48,3,2.95,17.06,51.23,43.25,35.09
4428,2.49,3.02,2.88,17.62,51.23,42.88,35.09
4430,2.51,3.03,2.85,17.43,51.23,42.7,34.91
4432,2.54,3.05,2.89,17.99,51.04,43.79,34.54
4434,2.53,3.03,2.93,17.43,51.23,42.88,34.72
4436,2.55,3.07,2.97,17.24,50.86,42.7,34.91
4438,2.53,3.1,2.82,17.8,51.04,40.71,34.72
4440,2.56,3.08,2.85,17.62,51.23,42.7,34.36
4442,2.55,3.1,2.9,18.17,51.04,42.7,34.91
4444,2.52,3.04,2.82,17.62,51.23,43.25,34.54
4446,2.51,2.99,2.98,18.36,50.68,42.52,34.72
4448,2.52,2.92,2.85,18.17,50.86,42.52,34.72
4450,2.5,3.05,2.82,17.62,51.23,41.98,34.36
4452,2.52,3.03,2.71,18.17,50.68,42.88,35.63
4454,2.52,3.03,2.9,17.99,50.86,43.79,35.45
4456,2.5,2.94,2.93,18.17,50.86,43.97,35.63
4458,2.53,3.06,2.87,18.17,50.68,42.7,35.63
4460,2.53,3,2.77,17.99,51.04,43.79,35.09
4462,2.53,3.05,2.92,17.99,50.68,43.79,35.09
4464,2.51,3.07,2.88,18.17,50.86,43.07,34.54
4466,2.53,3,2.87,17.8,50.86,43.79,35.63
4468,2.52,2.94,2.55,17.99,50.68,43.61,35.63
4470,2.54,3.1,2.95,18.17,50.86,43.43,35.45
4472,2.54,3.05,2.8,17.8,50.86,44.7,35.81
4474,2.49,3.01,2.86,18.17,50.68,42.88,35.45
4476,2.5,3,2.72,17.8,50.86,45.24,35.09
4478,2.47,3,2.8,17.99,50.68,44.15,34.91
4480,2.5,3.02,2.96,18.17,50.68,42.52,34.18
4482,2.51,3,2.72,17.99,50.68,43.07,35.63
4484,2.49,2.96,2.84,18.17,50.5,44.52,35.27
4486,2.5,2.95,2.79,17.8,50.86,43.07,35.27
4488,2.5,2.98,2.86,17.99,50.86,41.98,35.45
4490,2.5,3.04,2.86,18.17,50.68,43.25,34
4492,2.49,3.01,2.79,17.99,50.86,43.79,34.91
4494,2.51,2.95,2.86,17.99,50.68,42.7,35.27
4496,2.5,3.03,2.85,17.62,51.23,43.97,35.45
4498,2.52,2.95,2.92,17.99,50.86,44.15,35.81
4500,2.51,3.04,2.87,18.17,51.23,41.8,34.72
4502,2.52,3.01,2.86,17.62,51.04,41.98,34.72
4504,2.56,3.03,2.82,17.99,50.86,43.79,34.91
4506,2.51,2.95,2.83,17.43,51.23,43.61,35.63
4508,2.49,2.97,2.75,17.8,50.86,43.25,35.81
4510,2.52,3.02,2.82,17.24,51.23,42.88,34.72
4512,2.53,3.04,2.91,17.43,51.23,41.25,34.72
4514,2.54,2.8,2.94,17.99,50.86,43.61,34.91
4516,2.53,3.05,2.91,17.24,51.23,42.52,34.72
4518,2.49,2.95,2.84,17.62,51.23,42.52,35.27
4520,2.5,2.89,2.87,17.43,51.23,42.88,35.27
4522,2.48,2.99,2.89,17.43,51.23,44.15,35.27
4524,2.47,2.9,2.64,17.8,51.04,41.25,35.27
4526,2.48,3,2.84,17.24,51.23,43.43,34.36
4528,2.49,2.97,2.77,17.62,51.04,43.97,34.72
4530,2.5,2.99,2.76,17.24,51.23,42.7,35.45
4532,2.49,2.96,2.88,17.24,51.23,44.15,35.09
4534,2.48,2.94,2.85,17.99,51.04,42.88,35.63
4536,2.49,2.98,2.84,17.24,51.23,42.88,34
4538,2.49,3,2.83,17.43,51.04,42.52,34.91
4540,2.48,3.01,2.89,17.62,51.23,43.97,35.09
4542,2.46,2.95,2.88,17.43,51.23,42.52,35.63
4544,2.47,3,2.9,17.8,51.04,43.07,34.54
4546,2.49,2.99,2.83,17.43,51.23,41.8,34.54
4548,2.48,3.07,2.83,17.43,51.23,43.79,34.36
4550,2.48,2.92,2.82,17.62,51.23,42.88,34.91
4552,2.49,2.96,2.78,17.24,51.23,43.79,35.09
4554,2.51,2.85,2.76,17.62,51.04,42.88,34.91
4556,2.55,3,2.99,17.43,51.23,43.07,34.91
4558,2.52,3.02,2.94,17.43,51.23,44.15,35.09
4560,2.55,2.91,2.92,17.43,51.23,42.16,34.36
4562,2.53,3,2.96,17.24,51.23,42.52,34.72
4564,2.54,3.05,2.78,17.62,51.04,42.16,34.72
4566,2.54,2.99,2.99,17.43,51.23,44.34,34
4568,2.51,3.03,3.05,17.62,51.23,43.07,34.72
4570,2.51,3,2.82,17.62,51.23,42.88,34.36
4572,2.49,3.02,2.78,17.43,51.23,44.88,34.91
4574,2.49,3.02,2.74,17.8,51.04,42.52,35.63
4576,2.46,2.86,2.86,17.43,51.23,43.25,35.63
4578,2.51,3.03,2.79,17.24,51.23,43.43,35.63
4580,2.51,2.88,2.71,17.8,51.04,42.16,35.45
4582,2.51,3.01,2.95,17.43,51.23,42.7,34.91
4584,2.51,3.04,2.97,18.17,50.68,44.15,35.09
4586,2.54,3.08,2.87,17.62,51.04,42.52,34.72
4588,2.57,3.09,2.89,17.43,51.23,44.15,34.72
4590,2.58,3.12,2.97,18.17,50.86,43.43,34.54
4592,2.53,3.12,2.98,17.43,51.04,43.79,34.18
